{'en': '49.09090909090909', 'fr': '50.90909090909091'}
{'sk': '74.4', 'it': '25.599999999999994'}
{'sk': '67.14801444043322', 'it': '32.851985559566785'}
{'sk': '88.57142857142857', 'it': '11.42857142857143'}
{'sk': '69.14498141263941', 'it': '30.85501858736059'}
{'sk': '58.490566037735846', 'de': '41.509433962264154'}
{'sk': '89.42307692307693', 'de': '10.576923076923066'}
{'sk': '75.60975609756098', 'de': '24.390243902439025'}
{'sk': '65.26315789473685', 'de': '34.73684210526315'}
{'sk': '91.17647058823529', 'de': '8.82352941176471'}
{'sk': '78.48101265822784', 'de': '21.51898734177216'}
{'sk': '52.394366197183096', 'de': '47.605633802816904'}
{'sk': '90.73170731707317', 'de': '9.268292682926827'}
{'sk': '72.65625', 'de': '27.34375'}
{'sk': '85.3211009174312', 'de': '14.678899082568805'}
{'sk': '72.94117647058823', 'es': '27.058823529411768'}
{'sk': '77.17842323651453', 'es': '22.821576763485467'}
{'sk': '86.51162790697674', 'es': '13.488372093023258'}
{'sk': '62.83783783783784', 'es': '37.16216216216216'}
{'sk': '74.10358565737052', 'es': '25.896414342629484'}
{'sk': '61.79401993355482', 'es': '38.20598006644518'}
{'sk': '73.80952380952381', 'es': '26.19047619047619'}
{'sk': '86.91588785046729', 'es': '13.084112149532714'}
{'sk': '84.93150684931507', 'es': '15.06849315068493'}
{'sk': '88.99521531100478', 'es': '11.004784688995215'}
{'sk': '84.93150684931507', 'nl': '15.06849315068493'}
{'sk': '61.18421052631579', 'nl': '38.81578947368421'}
{'sk': '77.82426778242679', 'nl': '22.175732217573213'}
{'sk': '79.48717948717949', 'nl': '20.51282051282051'}
{'sk': '55.35714285714286', 'nl': '44.64285714285714'}
{'sk': '68.38235294117648', 'nl': '31.617647058823522'}
{'sk': '90.29126213592234', 'nl': '9.708737864077662'}
{'sk': '73.80952380952381', 'nl': '26.19047619047619'}
{'sk': '86.91588785046729', 'nl': '13.084112149532714'}
{'sk': '56.36363636363636', 'nl': '43.63636363636364'}
{'sl': '53.84615384615385', 'en': '46.15384615384615'}
{'sl': '51.85185185185185', 'en': '48.14814814814815'}
{'sl': '23.140495867768596', 'en': '76.85950413223141'}
{'sl': '45.16129032258064', 'en': '54.83870967741936'}
{'sl': '37.333333333333336', 'en': '62.666666666666664'}
{'sl': '20.437956204379564', 'en': '79.56204379562044'}
{'sl': '50.0', 'en': '50.0'}
{'sl': '33.734939759036145', 'en': '66.26506024096386'}
{'sl': '56.00000000000001', 'en': '43.99999999999999'}
{'sl': '40.0', 'en': '60.0'}
{'sl': '12.727272727272727', 'fr': '87.27272727272728'}
{'sl': '21.53846153846154', 'fr': '78.46153846153845'}
{'sl': '10.687022900763358', 'fr': '89.31297709923665'}
{'sl': '16.867469879518072', 'fr': '83.13253012048193'}
{'sl': '16.470588235294116', 'fr': '83.52941176470588'}
{'sl': '28.865979381443296', 'fr': '71.1340206185567'}
{'sl': '48.275862068965516', 'fr': '51.724137931034484'}
{'sl': '25.688073394495415', 'fr': '74.31192660550458'}
{'sl': '52.83018867924528', 'fr': '47.16981132075472'}
{'sl': '25.688073394495415', 'fr': '74.31192660550458'}
{'sl': '28.28282828282828', 'sk': '71.71717171717172'}
{'sl': '36.36363636363637', 'sk': '63.63636363636363'}
{'sl': '40.0', 'sk': '60.0'}
{'sl': '45.16129032258064', 'sk': '54.83870967741936'}
{'sl': '32.18390804597701', 'sk': '67.816091954023'}
{'sl': '8.115942028985506', 'sk': '91.8840579710145'}
{'sl': '41.7910447761194', 'sk': '58.2089552238806'}
{'sl': '35.0', 'sk': '65.0'}
{'sl': '41.7910447761194', 'sk': '58.2089552238806'}
{'sl': '34.5679012345679', 'sk': '65.4320987654321'}
{'sl': '50.877192982456144'}
{'sl': '61.64383561643836'}
{'sl': '45.09803921568627'}
{'sl': '74.31192660550458'}
{'sl': '58.82352941176471'}
{'sl': '70.83333333333333'}
{'sl': '39.13043478260869'}
{'sl': '70.2127659574468'}
{'sl': '56.25'}
{'sl': '54.83870967741936'}
{'sl': '36.36363636363637', 'it': '63.63636363636363'}
{'sl': '19.310344827586206', 'it': '80.6896551724138'}
{'sl': '52.83018867924528', 'it': '47.16981132075472'}
{'sl': '25.688073394495415', 'it': '74.31192660550458'}
{'sl': '14.432989690721648', 'it': '85.56701030927834'}
{'sl': '23.52941176470588', 'it': '76.47058823529412'}
{'sl': '51.85185185185185', 'it': '48.14814814814815'}
{'sl': '29.47368421052631', 'it': '70.52631578947368'}
{'sl': '48.275862068965516', 'it': '51.724137931034484'}
{'sl': '10.606060606060606', 'it': '89.39393939393939'}
{'sl': '34.5679012345679', 'de': '65.4320987654321'}
{'sl': '53.84615384615385', 'de': '46.15384615384615'}
{'sl': '35.44303797468354', 'de': '64.55696202531647'}
{'sl': '22.76422764227642', 'de': '77.23577235772358'}
{'sl': '41.7910447761194', 'de': '58.2089552238806'}
{'sl': '15.053763440860216', 'de': '84.94623655913978'}
{'sl': '46.666666666666664', 'de': '53.333333333333336'}
{'sl': '45.16129032258064', 'de': '54.83870967741936'}
{'sl': '34.146341463414636', 'de': '65.85365853658536'}
{'sl': '39.436619718309856', 'de': '60.563380281690144'}
{'sl': '26.41509433962264', 'es': '73.58490566037736'}
{'sl': '24.347826086956523', 'es': '75.65217391304347'}
{'sl': '31.46067415730337', 'es': '68.53932584269663'}
{'sl': '28.865979381443296', 'es': '71.1340206185567'}
{'sl': '28.865979381443296', 'es': '71.1340206185567'}
{'sl': '50.0', 'es': '50.0'}
{'sl': '21.53846153846154', 'es': '78.46153846153845'}
{'sl': '54.90196078431373', 'es': '45.09803921568627'}
{'sl': '36.36363636363637', 'es': '63.63636363636363'}
{'sl': '34.5679012345679', 'es': '65.4320987654321'}
{'sl': '48.275862068965516', 'nl': '51.724137931034484'}
{'sl': '50.90909090909091', 'nl': '49.09090909090909'}
{'sl': '35.44303797468354', 'nl': '64.55696202531647'}
{'sl': '33.734939759036145', 'nl': '66.26506024096386'}
{'sl': '49.122807017543856', 'nl': '50.877192982456144'}
{'sl': '57.14285714285714', 'nl': '42.85714285714286'}
{'sl': '35.8974358974359', 'nl': '64.1025641025641'}
{'sl': '22.76422764227642', 'nl': '77.23577235772358'}
{'sl': '10.256410256410255', 'nl': '89.74358974358975'}
{'sl': '29.166666666666668', 'nl': '70.83333333333333'}
{'sl': '53.84615384615385', 'en': '46.15384615384615'}
{'sl': '52.83018867924528', 'en': '47.16981132075472'}
{'sl': '40.57971014492754', 'en': '59.42028985507246'}
{'sl': '36.36363636363637', 'en': '63.63636363636363'}
{'sl': '13.592233009708737', 'en': '86.40776699029126'}
{'sl': '49.122807017543856', 'en': '50.877192982456144'}
{'sl': '21.21212121212121', 'en': '78.78787878787878'}
{'sl': '21.21212121212121', 'en': '78.78787878787878'}
{'sl': '19.444444444444446', 'en': '80.55555555555556'}
{'sl': '21.052631578947366', 'en': '78.94736842105263'}
{'sl': '50.0', 'fr': '50.0'}
{'sl': '21.53846153846154', 'fr': '78.46153846153845'}
{'sl': '45.90163934426229', 'fr': '54.09836065573771'}
{'sl': '30.76923076923077', 'fr': '69.23076923076923'}
{'sl': '41.7910447761194', 'fr': '58.2089552238806'}
{'sl': '26.41509433962264', 'fr': '73.58490566037736'}
{'sl': '40.0', 'fr': '60.0'}
{'sl': '17.28395061728395', 'fr': '82.71604938271605'}
{'sl': '34.5679012345679', 'fr': '65.4320987654321'}
{'sl': '23.140495867768596', 'fr': '76.85950413223141'}
{'sl': '58.333333333333336', 'sk': '41.666666666666664'}
{'sl': '31.818181818181817', 'sk': '68.18181818181819'}
{'sl': '58.333333333333336', 'sk': '41.666666666666664'}
{'sl': '49.122807017543856', 'sk': '50.877192982456144'}
{'sl': '38.88888888888889', 'sk': '61.11111111111111'}
{'sl': '25.225225225225223', 'sk': '74.77477477477478'}
{'sl': '41.17647058823529', 'sk': '58.82352941176471'}
{'sl': '26.41509433962264', 'sk': '73.58490566037736'}
{'sl': '45.90163934426229', 'sk': '54.09836065573771'}
{'sl': '59.57446808510638', 'sk': '40.42553191489362'}
{'sl': '34.5679012345679', 'it': '65.4320987654321'}
{'sl': '35.44303797468354', 'it': '64.55696202531647'}
{'sl': '35.8974358974359', 'it': '64.1025641025641'}
{'sl': '15.730337078651685', 'it': '84.26966292134831'}
{'sl': '15.555555555555555', 'it': '84.44444444444444'}
{'sl': '25.454545454545453', 'it': '74.54545454545455'}
{'sl': '41.17647058823529', 'it': '58.82352941176471'}
{'sl': '42.42424242424242', 'it': '57.57575757575758'}
{'sl': '43.07692307692308', 'it': '56.92307692307692'}
{'sl': '41.17647058823529', 'it': '58.82352941176471'}
{'sl': '31.818181818181817', 'de': '68.18181818181819'}
{'sl': '15.384615384615385', 'de': '84.61538461538461'}
{'sl': '50.90909090909091', 'de': '49.09090909090909'}
{'sl': '9.333333333333334', 'de': '90.66666666666667'}
{'sl': '15.384615384615385', 'de': '84.61538461538461'}
{'sl': '38.35616438356164', 'de': '61.64383561643836'}
{'sl': '29.78723404255319', 'de': '70.2127659574468'}
{'sl': '30.76923076923077', 'de': '69.23076923076923'}
{'sl': '50.0', 'de': '50.0'}
{'sl': '41.7910447761194', 'de': '58.2089552238806'}
{'sl': '20.437956204379564', 'es': '79.56204379562044'}
{'sl': '38.88888888888889', 'es': '61.11111111111111'}
{'sl': '21.374045801526716', 'es': '78.62595419847328'}
{'sl': '18.666666666666668', 'es': '81.33333333333333'}
{'sl': '32.55813953488372', 'es': '67.44186046511628'}
{'sl': '20.437956204379564', 'es': '79.56204379562044'}
{'sl': '40.0', 'es': '60.0'}
{'sl': '13.526570048309178', 'es': '86.47342995169082'}
{'sl': '25.688073394495415', 'es': '74.31192660550458'}
{'sl': '23.931623931623932', 'es': '76.06837606837607'}
{'sl': '37.83783783783784', 'nl': '62.16216216216216'}
{'sl': '41.7910447761194', 'nl': '58.2089552238806'}
{'sl': '50.90909090909091', 'nl': '49.09090909090909'}
{'sl': '36.84210526315789', 'nl': '63.15789473684211'}
{'sl': '17.28395061728395', 'nl': '82.71604938271605'}
{'sl': '26.168224299065418', 'nl': '73.83177570093459'}
{'sl': '40.0', 'nl': '60.0'}
{'sl': '41.7910447761194', 'nl': '58.2089552238806'}
{'sl': '50.0', 'nl': '50.0'}
{'sl': '46.666666666666664', 'nl': '53.333333333333336'}
{'sl': '37.333333333333336', 'en': '62.666666666666664'}
{'sl': '58.333333333333336', 'en': '41.666666666666664'}
{'sl': '52.83018867924528', 'en': '47.16981132075472'}
{'sl': '42.42424242424242', 'en': '57.57575757575758'}
{'sl': '38.35616438356164', 'en': '61.64383561643836'}
{'sl': '44.44444444444444', 'en': '55.55555555555556'}
{'sl': '35.8974358974359', 'en': '64.1025641025641'}
{'sl': '30.434782608695656', 'en': '69.56521739130434'}
{'sl': '49.122807017543856', 'en': '50.877192982456144'}
{'sl': '44.44444444444444', 'en': '55.55555555555556'}
{'sl': '47.45762711864407', 'fr': '52.54237288135593'}
{'sl': '11.814345991561181', 'fr': '88.18565400843882'}
{'sl': '18.91891891891892', 'fr': '81.08108108108108'}
{'sl': '39.436619718309856', 'fr': '60.563380281690144'}
{'sl': '46.666666666666664', 'fr': '53.333333333333336'}
{'sl': '39.436619718309856', 'fr': '60.563380281690144'}
{'sl': '14.736842105263156', 'fr': '85.26315789473685'}
{'sl': '35.0', 'fr': '65.0'}
{'sl': '26.41509433962264', 'fr': '73.58490566037736'}
{'sl': '27.450980392156865', 'fr': '72.54901960784314'}
{'sl': '51.85185185185185', 'sk': '48.14814814814815'}
{'sl': '46.666666666666664', 'sk': '53.333333333333336'}
{'sl': '7.588075880758807', 'sk': '92.41192411924119'}
{'sl': '53.84615384615385', 'sk': '46.15384615384615'}
{'sl': '15.217391304347828', 'sk': '84.78260869565217'}
{'sl': '50.90909090909091', 'sk': '49.09090909090909'}
{'sl': '25.0', 'sk': '75.0'}
{'sl': '43.75', 'sk': '56.25'}
{'sl': '19.858156028368796', 'sk': '80.1418439716312'}
{'sl': '30.76923076923077', 'sk': '69.23076923076923'}
{'sl': '48.14814814814815'}
{'sl': '61.11111111111111'}
{'sl': '84.0909090909091'}
{'sl': '41.666666666666664'}
{'sl': '54.83870967741936'}
{'sl': '47.16981132075472'}
{'sl': '68.18181818181819'}
{'sl': '48.14814814814815'}
{'sl': '75.86206896551724'}
{'sl': '65.4320987654321'}
{'sl': '52.83018867924528', 'it': '47.16981132075472'}
{'sl': '30.76923076923077', 'it': '69.23076923076923'}
{'sl': '43.07692307692308', 'it': '56.92307692307692'}
{'sl': '25.0', 'it': '75.0'}
{'sl': '44.44444444444444', 'it': '55.55555555555556'}
{'sl': '24.347826086956523', 'it': '75.65217391304347'}
{'sl': '25.925925925925924', 'it': '74.07407407407408'}
{'sl': '38.35616438356164', 'it': '61.64383561643836'}
{'sl': '45.90163934426229', 'it': '54.09836065573771'}
{'sl': '56.00000000000001', 'it': '43.99999999999999'}
{'sl': '27.722772277227726', 'de': '72.27722772277227'}
{'sl': '51.85185185185185', 'de': '48.14814814814815'}
{'sl': '11.29032258064516', 'de': '88.70967741935485'}
{'sl': '32.55813953488372', 'de': '67.44186046511628'}
{'sl': '24.561403508771928', 'de': '75.43859649122807'}
{'sl': '60.86956521739131', 'de': '39.13043478260869'}
{'sl': '45.16129032258064', 'de': '54.83870967741936'}
{'sl': '31.11111111111111', 'de': '68.88888888888889'}
{'sl': '27.184466019417474', 'de': '72.81553398058253'}
{'sl': '41.7910447761194', 'de': '58.2089552238806'}
{'sl': '25.0', 'es': '75.0'}
{'sl': '16.666666666666664', 'es': '83.33333333333334'}
{'sl': '33.734939759036145', 'es': '66.26506024096386'}
{'sl': '42.42424242424242', 'es': '57.57575757575758'}
{'sl': '48.275862068965516', 'es': '51.724137931034484'}
{'sl': '39.436619718309856', 'es': '60.563380281690144'}
{'sl': '17.94871794871795', 'es': '82.05128205128204'}
{'sl': '47.45762711864407', 'es': '52.54237288135593'}
{'sl': '21.875', 'es': '78.125'}
{'sl': '34.5679012345679', 'es': '65.4320987654321'}
{'sl': '35.8974358974359', 'nl': '64.1025641025641'}
{'sl': '32.18390804597701', 'nl': '67.816091954023'}
{'sl': '31.11111111111111', 'nl': '68.88888888888889'}
{'sl': '19.58041958041958', 'nl': '80.41958041958043'}
{'sl': '48.275862068965516', 'nl': '51.724137931034484'}
{'sl': '54.90196078431373', 'nl': '45.09803921568627'}
{'sl': '35.44303797468354', 'nl': '64.55696202531647'}
{'sl': '38.88888888888889', 'nl': '61.11111111111111'}
{'sl': '32.18390804597701', 'nl': '67.816091954023'}
{'sl': '56.00000000000001', 'nl': '43.99999999999999'}
{'sl': '49.122807017543856', 'en': '50.877192982456144'}
{'sl': '24.561403508771928', 'en': '75.43859649122807'}
{'sl': '46.666666666666664', 'en': '53.333333333333336'}
{'sl': '31.818181818181817', 'en': '68.18181818181819'}
{'sl': '21.21212121212121', 'en': '78.78787878787878'}
{'sl': '56.00000000000001', 'en': '43.99999999999999'}
{'sl': '52.83018867924528', 'en': '47.16981132075472'}
{'sl': '57.14285714285714', 'en': '42.85714285714286'}
{'sl': '37.333333333333336', 'en': '62.666666666666664'}
{'sl': '32.55813953488372', 'en': '67.44186046511628'}
{'sl': '25.454545454545453', 'fr': '74.54545454545455'}
{'sl': '52.83018867924528', 'fr': '47.16981132075472'}
{'sl': '41.7910447761194', 'fr': '58.2089552238806'}
{'sl': '21.53846153846154', 'fr': '78.46153846153845'}
{'sl': '28.000000000000004', 'fr': '72.0'}
{'sl': '10.76923076923077', 'fr': '89.23076923076923'}
{'sl': '31.11111111111111', 'fr': '68.88888888888889'}
{'sl': '43.75', 'fr': '56.25'}
{'sl': '16.56804733727811', 'fr': '83.4319526627219'}
{'sl': '37.83783783783784', 'fr': '62.16216216216216'}
{'sl': '35.0', 'sk': '65.0'}
{'sl': '17.391304347826086', 'sk': '82.6086956521739'}
{'sl': '44.44444444444444', 'sk': '55.55555555555556'}
{'sl': '41.17647058823529', 'sk': '58.82352941176471'}
{'sl': '28.865979381443296', 'sk': '71.1340206185567'}
{'sl': '36.36363636363637', 'sk': '63.63636363636363'}
{'sl': '33.734939759036145', 'sk': '66.26506024096386'}
{'sl': '27.722772277227726', 'sk': '72.27722772277227'}
{'sl': '39.436619718309856', 'sk': '60.563380281690144'}
{'sl': '38.88888888888889', 'sk': '61.11111111111111'}
{'sl': '14.14141414141414', 'it': '85.85858585858585'}
{'sl': '13.930348258706468', 'it': '86.06965174129353'}
{'sl': '50.0', 'it': '50.0'}
{'sl': '48.275862068965516', 'it': '51.724137931034484'}
{'sl': '26.41509433962264', 'it': '73.58490566037736'}
{'sl': '28.57142857142857', 'it': '71.42857142857143'}
{'sl': '14.507772020725387', 'it': '85.49222797927462'}
{'sl': '25.454545454545453', 'it': '74.54545454545455'}
{'sl': '34.146341463414636', 'it': '65.85365853658536'}
{'sl': '58.333333333333336', 'it': '41.666666666666664'}
{'sl': '59.57446808510638', 'de': '40.42553191489362'}
{'sl': '50.0', 'de': '50.0'}
{'sl': '28.57142857142857', 'de': '71.42857142857143'}
{'sl': '31.818181818181817', 'de': '68.18181818181819'}
{'sl': '45.16129032258064', 'de': '54.83870967741936'}
{'sl': '22.04724409448819', 'de': '77.95275590551181'}
{'sl': '17.72151898734177', 'de': '82.27848101265823'}
{'sl': '17.073170731707318', 'de': '82.92682926829268'}
{'sl': '44.44444444444444', 'de': '55.55555555555556'}
{'sl': '18.543046357615893', 'de': '81.45695364238411'}
{'sl': '26.923076923076923', 'es': '73.07692307692308'}
{'sl': '54.90196078431373', 'es': '45.09803921568627'}
{'sl': '9.824561403508772', 'es': '90.17543859649123'}
{'sl': '25.454545454545453', 'es': '74.54545454545455'}
{'sl': '47.45762711864407', 'es': '52.54237288135593'}
{'sl': '24.347826086956523', 'es': '75.65217391304347'}
{'sl': '25.454545454545453', 'es': '74.54545454545455'}
{'sl': '50.0', 'es': '50.0'}
{'sl': '12.173913043478262', 'es': '87.82608695652173'}
{'sl': '53.84615384615385', 'es': '46.15384615384615'}
{'sl': '21.705426356589147', 'nl': '78.29457364341086'}
{'sl': '16.184971098265898', 'nl': '83.81502890173411'}
{'sl': '50.90909090909091', 'nl': '49.09090909090909'}
{'sl': '49.122807017543856', 'nl': '50.877192982456144'}
{'sl': '46.666666666666664', 'nl': '53.333333333333336'}
{'sl': '32.55813953488372', 'nl': '67.44186046511628'}
{'sl': '48.275862068965516', 'nl': '51.724137931034484'}
{'sl': '49.122807017543856', 'nl': '50.877192982456144'}
{'sl': '36.36363636363637', 'nl': '63.63636363636363'}
{'sl': '54.90196078431373', 'nl': '45.09803921568627'}
{'sl': '36.52173913043478', 'en': '63.47826086956522'}
{'sl': '41.17647058823529', 'en': '58.82352941176471'}
{'sl': '35.294117647058826', 'en': '64.70588235294117'}
{'sl': '60.86956521739131', 'en': '39.13043478260869'}
{'sl': '36.52173913043478', 'en': '63.47826086956522'}
{'sl': '63.63636363636363', 'en': '36.36363636363637'}
{'sl': '24.705882352941178', 'en': '75.29411764705883'}
{'sl': '63.63636363636363', 'en': '36.36363636363637'}
{'sl': '46.666666666666664', 'en': '53.333333333333336'}
{'sl': '60.86956521739131', 'en': '39.13043478260869'}
{'sl': '29.166666666666668', 'fr': '70.83333333333333'}
{'sl': '36.84210526315789', 'fr': '63.15789473684211'}
{'sl': '14.583333333333334', 'fr': '85.41666666666667'}
{'sl': '34.710743801652896', 'fr': '65.2892561983471'}
{'sl': '25.925925925925924', 'fr': '74.07407407407408'}
{'sl': '36.206896551724135', 'fr': '63.793103448275865'}
{'sl': '24.277456647398843', 'fr': '75.72254335260115'}
{'sl': '26.08695652173913', 'fr': '73.91304347826087'}
{'sl': '53.16455696202531', 'fr': '46.83544303797469'}
{'sl': '37.5', 'fr': '62.5'}
{'sl': '49.411764705882355', 'sk': '50.588235294117645'}
{'sl': '40.0', 'sk': '60.0'}
{'sl': '31.343283582089555', 'sk': '68.65671641791045'}
{'sl': '26.923076923076923', 'sk': '73.07692307692308'}
{'sl': '61.76470588235294', 'sk': '38.23529411764706'}
{'sl': '59.154929577464785', 'sk': '40.845070422535215'}
{'sl': '51.85185185185185', 'sk': '48.14814814814815'}
{'sl': '54.54545454545454', 'sk': '45.45454545454546'}
{'sl': '65.625', 'sk': '34.375'}
{'sl': '56.75675675675676', 'sk': '43.24324324324324'}
{'sl': '69.7841726618705'}
{'sl': '68.88888888888889'}
{'sl': '60.74766355140187'}
{'sl': '40.845070422535215'}
{'sl': '53.84615384615385'}
{'sl': '70.0'}
{'sl': '83.52941176470588'}
{'sl': '61.81818181818181'}
{'sl': '43.99999999999999'}
{'sl': '40.845070422535215'}
{'sl': '50.602409638554214', 'it': '49.397590361445786'}
{'sl': '20.48780487804878', 'it': '79.51219512195122'}
{'sl': '56.75675675675676', 'it': '43.24324324324324'}
{'sl': '46.15384615384615', 'it': '53.84615384615385'}
{'sl': '60.86956521739131', 'it': '39.13043478260869'}
{'sl': '28.965517241379313', 'it': '71.03448275862068'}
{'sl': '57.534246575342465', 'it': '42.465753424657535'}
{'sl': '51.21951219512195', 'it': '48.78048780487805'}
{'sl': '60.0', 'it': '40.0'}
{'sl': '60.0', 'it': '40.0'}
{'sl': '18.421052631578945', 'de': '81.57894736842105'}
{'sl': '64.61538461538461', 'de': '35.38461538461539'}
{'sl': '35.8974358974359', 'de': '64.1025641025641'}
{'sl': '44.680851063829785', 'de': '55.319148936170215'}
{'sl': '68.85245901639344', 'de': '31.14754098360656'}
{'sl': '60.86956521739131', 'de': '39.13043478260869'}
{'sl': '51.85185185185185', 'de': '48.14814814814815'}
{'sl': '28.000000000000004', 'de': '72.0'}
{'sl': '65.625', 'de': '34.375'}
{'sl': '49.411764705882355', 'de': '50.588235294117645'}
{'sl': '37.83783783783784', 'es': '62.16216216216216'}
{'sl': '32.55813953488372', 'es': '67.44186046511628'}
{'sl': '51.85185185185185', 'es': '48.14814814814815'}
{'sl': '44.680851063829785', 'es': '55.319148936170215'}
{'sl': '27.450980392156865', 'es': '72.54901960784314'}
{'sl': '20.388349514563107', 'es': '79.6116504854369'}
{'sl': '57.534246575342465', 'es': '42.465753424657535'}
{'sl': '41.17647058823529', 'es': '58.82352941176471'}
{'sl': '52.5', 'es': '47.5'}
{'sl': '59.154929577464785', 'es': '40.845070422535215'}
{'sl': '47.72727272727273', 'nl': '52.27272727272727'}
{'sl': '60.86956521739131', 'nl': '39.13043478260869'}
{'sl': '56.00000000000001', 'nl': '43.99999999999999'}
{'sl': '43.29896907216495', 'nl': '56.70103092783505'}
{'sl': '66.66666666666666', 'nl': '33.33333333333334'}
{'sl': '52.5', 'nl': '47.5'}
{'sl': '45.16129032258064', 'nl': '54.83870967741936'}
{'sl': '35.8974358974359', 'nl': '64.1025641025641'}
{'sl': '61.76470588235294', 'nl': '38.23529411764706'}
{'sl': '60.86956521739131', 'nl': '39.13043478260869'}
{'sl': '58.333333333333336', 'en': '41.666666666666664'}
{'sl': '54.54545454545454', 'en': '45.45454545454546'}
{'sl': '51.85185185185185', 'en': '48.14814814814815'}
{'sl': '26.25', 'en': '73.75'}
{'sl': '68.85245901639344', 'en': '31.14754098360656'}
{'sl': '33.33333333333333', 'en': '66.66666666666667'}
{'sl': '32.06106870229007', 'en': '67.93893129770993'}
{'sl': '49.411764705882355', 'en': '50.588235294117645'}
{'sl': '36.84210526315789', 'en': '63.15789473684211'}
{'sl': '25.766871165644172', 'en': '74.23312883435582'}
{'sl': '34.710743801652896', 'fr': '65.2892561983471'}
{'sl': '57.534246575342465', 'fr': '42.465753424657535'}
{'sl': '14.14141414141414', 'fr': '85.85858585858585'}
{'sl': '28.767123287671232', 'fr': '71.23287671232876'}
{'sl': '58.333333333333336', 'fr': '41.666666666666664'}
{'sl': '25.149700598802394', 'fr': '74.8502994011976'}
{'sl': '49.411764705882355', 'fr': '50.588235294117645'}
{'sl': '49.411764705882355', 'fr': '50.588235294117645'}
{'sl': '58.333333333333336', 'fr': '41.666666666666664'}
{'sl': '22.950819672131146', 'fr': '77.04918032786885'}
{'sl': '67.74193548387096', 'sk': '32.25806451612904'}
{'sl': '30.215827338129497', 'sk': '69.7841726618705'}
{'sl': '66.66666666666666', 'sk': '33.33333333333334'}
{'sl': '47.19101123595505', 'sk': '52.80898876404495'}
{'sl': '42.857142857142854', 'sk': '57.142857142857146'}
{'sl': '60.86956521739131', 'sk': '39.13043478260869'}
{'sl': '45.65217391304348', 'sk': '54.34782608695652'}
{'sl': '61.76470588235294', 'sk': '38.23529411764706'}
{'sl': '48.275862068965516', 'sk': '51.724137931034484'}
{'sl': '45.65217391304348', 'sk': '54.34782608695652'}
{'sl': '49.411764705882355', 'it': '50.588235294117645'}
{'sl': '56.00000000000001', 'it': '43.99999999999999'}
{'sl': '33.6', 'it': '66.4'}
{'sl': '32.06106870229007', 'it': '67.93893129770993'}
{'sl': '32.30769230769231', 'it': '67.6923076923077'}
{'sl': '41.17647058823529', 'it': '58.82352941176471'}
{'sl': '37.83783783783784', 'it': '62.16216216216216'}
{'sl': '60.0', 'it': '40.0'}
{'sl': '50.0', 'it': '50.0'}
{'sl': '47.72727272727273', 'it': '52.27272727272727'}
{'sl': '28.187919463087248', 'de': '71.81208053691276'}
{'sl': '35.0', 'de': '65.0'}
{'sl': '51.21951219512195', 'de': '48.78048780487805'}
{'sl': '59.154929577464785', 'de': '40.845070422535215'}
{'sl': '54.54545454545454', 'de': '45.45454545454546'}
{'sl': '55.26315789473685', 'de': '44.73684210526315'}
{'sl': '66.66666666666666', 'de': '33.33333333333334'}
{'sl': '29.78723404255319', 'de': '70.2127659574468'}
{'sl': '19.81132075471698', 'de': '80.18867924528303'}
{'sl': '41.584158415841586', 'de': '58.415841584158414'}
{'sl': '32.55813953488372', 'es': '67.44186046511628'}
{'sl': '47.72727272727273', 'es': '52.27272727272727'}
{'sl': '9.312638580931264', 'es': '90.68736141906874'}
{'sl': '45.16129032258064', 'es': '54.83870967741936'}
{'sl': '48.837209302325576', 'es': '51.162790697674424'}
{'sl': '42.857142857142854', 'es': '57.142857142857146'}
{'sl': '37.5', 'es': '62.5'}
{'sl': '40.77669902912621', 'es': '59.22330097087379'}
{'sl': '44.680851063829785', 'es': '55.319148936170215'}
{'sl': '36.84210526315789', 'es': '63.15789473684211'}
{'sl': '22.58064516129032', 'nl': '77.41935483870968'}
{'sl': '60.0', 'nl': '40.0'}
{'sl': '48.275862068965516', 'nl': '51.724137931034484'}
{'sl': '60.86956521739131', 'nl': '39.13043478260869'}
{'sl': '31.57894736842105', 'nl': '68.42105263157895'}
{'sl': '59.154929577464785', 'nl': '40.845070422535215'}
{'sl': '50.0', 'nl': '50.0'}
{'sl': '60.86956521739131', 'nl': '39.13043478260869'}
{'sl': '58.333333333333336', 'nl': '41.666666666666664'}
{'sl': '60.0', 'nl': '40.0'}
{'sl': '48.484848484848484', 'en': '51.515151515151516'}
{'sl': '36.7816091954023', 'en': '63.2183908045977'}
{'sl': '53.333333333333336', 'en': '46.666666666666664'}
{'sl': '41.02564102564102', 'en': '58.97435897435898'}
{'sl': '48.484848484848484', 'en': '51.515151515151516'}
{'sl': '34.40860215053764', 'en': '65.59139784946237'}
{'sl': '34.40860215053764', 'en': '65.59139784946237'}
{'sl': '15.92039800995025', 'en': '84.07960199004975'}
{'sl': '38.55421686746988', 'en': '61.44578313253012'}
{'sl': '46.3768115942029', 'en': '53.6231884057971'}
{'sl': '60.37735849056604', 'fr': '39.62264150943396'}
{'sl': '52.459016393442624', 'fr': '47.540983606557376'}
{'sl': '34.40860215053764', 'fr': '65.59139784946237'}
{'sl': '43.24324324324324', 'fr': '56.75675675675676'}
{'sl': '58.18181818181818', 'fr': '41.81818181818182'}
{'sl': '42.10526315789473', 'fr': '57.89473684210527'}
